txn_id,customer_id,payee_id,amount,hour_of_day,is_new_payee,is_new_device,is_loc_changed,valid_otp,social_scam_score,behavior_deviation,label_is_fraud,scam_scenario_id
TXN-101251,4309,PAY-5566,415.69,19,True,False,False,True,0.96,1.38,False,0
TXN-101252,1810,PAY-5115,1288.74,22,False,False,False,True,0.36,1.22,False,0
TXN-101253,4943,PAY-5594,1297.46,10,False,False,False,True,2.71,0.79,False,0
TXN-101254,6957,PAY-5892,3683.41,9,False,False,False,True,2.17,0.55,False,0
TXN-101255,10147,PAY-5440,1318.76,8,False,False,False,True,0.89,0.85,False,0
TXN-101256,8925,PAY-5850,1767.07,8,False,False,False,True,0.18,1.49,False,0
TXN-101257,6835,PAY-5016,4132.15,20,False,False,False,True,1.78,1.77,False,0
TXN-101258,1492,PAY-6030,388.76,15,False,False,False,True,2.55,1.35,False,0
TXN-101259,2302,PAY-5971,189.32,15,True,False,False,True,1.86,0.92,False,0
TXN-101260,10162,PAY-5658,1762.54,7,False,False,False,True,0.14,0.82,False,0
TXN-101261,8485,PAY-6195,2193.46,15,False,False,False,True,5.65,1.14,False,0
TXN-101262,1758,PAY-6262,439.77,15,False,False,False,True,0.61,0.86,False,0
TXN-101263,7886,PAY-5074,5453.37,15,False,False,False,True,0.0,1.32,False,0
TXN-101264,9294,PAY-6119,2151.11,15,False,False,False,True,6.79,1.42,False,0
TXN-101265,1548,PAY-5755,3174.98,9,False,False,False,True,0.0,1.26,False,0
TXN-101266,2283,PAY-5191,1686.14,17,True,False,False,True,1.35,1.28,False,0
TXN-101267,3651,PAY-5832,1971.48,7,False,True,False,True,0.94,1.2,False,0
TXN-101268,4889,PAY-5445,3304.14,22,False,False,False,True,1.26,1.32,False,0
TXN-101269,1698,PAY-5379,7877.12,16,False,False,False,True,0.16,0.28,False,0
TXN-101270,9903,PAY-6148,1296.36,10,False,False,False,True,1.28,0.44,False,0
TXN-101271,2029,PAY-6147,3068.1,12,False,False,False,True,0.84,0.08,False,0
TXN-101272,8370,PAY-6065,526.99,9,True,False,False,True,0.09,0.19,False,0
TXN-101273,8083,PAY-5828,596.88,17,False,False,False,True,1.03,1.42,False,0
TXN-101274,3214,PAY-5017,1568.32,16,False,False,False,True,0.38,1.42,False,0
TXN-101275,4041,PAY-5603,2332.22,22,False,False,False,True,0.02,1.27,False,0
TXN-101276,8877,PAY-5570,1901.79,9,True,False,False,True,6.92,0.54,False,0
TXN-101277,1492,PAY-5528,232.78,13,False,False,False,True,0.03,1.11,False,0
TXN-101278,3728,PAY-6014,2191.51,14,False,False,False,True,6.34,1.06,False,0
TXN-101279,10731,PAY-5671,2423.18,13,False,False,False,True,3.83,0.21,False,0
TXN-101280,8269,PAY-5620,752.86,10,False,False,False,True,0.62,0.88,False,0
TXN-101281,9626,PAY-5914,1622.88,7,False,False,False,True,2.52,0.11,False,0
TXN-101282,7292,PAY-6249,361.03,22,False,False,False,True,1.65,0.97,False,0
TXN-101283,6488,PAY-5511,17489.96,21,True,False,False,True,0.0,1.03,False,0
TXN-101284,7609,PAY-5637,1840.3,12,False,False,False,True,0.02,1.49,False,0
TXN-101285,3501,PAY-6284,4466.55,12,False,False,False,True,1.41,0.64,False,0
TXN-101286,10102,PAY-6158,658.0,18,False,False,False,True,1.33,1.36,False,0
TXN-101287,7367,PAY-5800,5905.5,9,False,False,False,True,0.43,-0.03,False,0
TXN-101288,2995,PAY-6102,2665.37,18,False,False,False,True,5.21,0.8,False,0
TXN-101289,3391,PAY-5498,12003.35,12,False,False,False,True,0.86,1.08,False,0
TXN-101290,3235,PAY-5546,1518.95,18,False,False,False,True,0.5,1.47,False,0
TXN-101291,1860,PAY-5464,901.25,15,False,False,False,True,2.45,0.73,False,0
TXN-101292,5422,PAY-5110,302.51,18,False,False,False,True,0.92,1.84,False,0
TXN-101293,9433,PAY-5848,2003.28,13,False,False,False,True,3.21,1.01,False,0
TXN-101294,9534,PAY-5670,2221.5,21,False,False,False,True,4.4,0.97,False,0
TXN-101295,6402,PAY-5672,801.62,17,False,False,False,True,4.01,1.38,False,0
TXN-101296,6334,PAY-5921,3403.69,20,False,False,False,True,1.85,1.07,False,0
TXN-101297,7093,PAY-5943,2122.99,14,False,False,True,True,0.3,0.21,False,0
TXN-101298,6777,PAY-5691,297.22,21,True,False,False,True,3.8,0.84,False,0
TXN-101299,8848,PAY-5870,594.26,8,False,False,False,True,0.05,0.56,False,0
TXN-101300,4520,PAY-5849,1279.19,9,False,False,True,True,2.06,1.4,False,0
TXN-101301,7736,PAY-5220,1951.22,8,False,False,False,True,4.47,1.03,False,0
TXN-101302,5118,PAY-5519,1551.2,17,False,False,False,True,0.11,1.91,False,0
TXN-101303,9358,PAY-5884,8586.06,17,False,False,False,True,0.24,1.34,False,0
TXN-101304,7041,PAY-5282,5502.73,9,True,False,False,True,0.57,1.43,False,0
TXN-101305,2519,PAY-6171,1079.07,17,False,False,False,True,0.04,1.32,False,0
TXN-101306,1356,PAY-5697,3739.49,7,False,False,False,True,0.26,1.73,False,0
TXN-101307,6188,PAY-6121,10473.34,19,False,False,False,True,0.41,0.23,False,0
TXN-101308,4073,PAY-5381,608.22,16,False,False,False,True,0.89,1.62,False,0
TXN-101309,8796,PAY-5867,1743.54,10,False,False,False,True,0.05,0.93,False,0
TXN-101310,9028,PAY-6211,1516.76,19,False,True,False,True,1.17,-0.05,False,0
TXN-101311,4395,PAY-5419,5357.03,11,False,True,False,True,5.84,1.4,False,0
TXN-101312,9281,PAY-6261,2164.69,9,False,False,False,True,0.48,1.24,False,0
TXN-101313,1626,PAY-5745,1937.87,14,False,False,False,True,0.02,0.12,False,0
TXN-101314,6728,PAY-5941,641.21,21,False,False,False,True,0.78,0.92,False,0
TXN-101315,5842,PAY-6189,709.34,21,False,False,False,True,1.17,0.73,False,0
TXN-101316,1343,PAY-5684,5614.97,9,False,False,False,True,0.12,0.61,False,0
TXN-101317,6757,PAY-6263,2496.38,16,False,False,False,True,0.09,1.7,False,0
TXN-101318,5751,PAY-5442,2745.51,17,False,False,False,True,0.0,0.91,False,0
TXN-101319,1734,PAY-5640,2414.68,22,False,True,False,True,0.88,1.77,False,0
TXN-101320,7002,PAY-5253,50.0,22,False,False,True,True,7.54,0.48,False,0
TXN-101321,3510,PAY-5287,570.44,10,True,False,False,True,2.08,1.37,False,0
TXN-101322,6557,PAY-5412,893.15,13,False,False,False,True,1.19,0.05,False,0
TXN-101323,4920,PAY-5318,5867.25,20,True,False,False,True,1.78,1.18,False,0
TXN-101324,8266,PAY-5578,1684.94,15,False,False,False,True,0.01,0.56,False,0
TXN-101325,7738,PAY-5720,1211.01,21,False,True,False,True,0.47,0.34,False,0
TXN-101326,7582,PAY-5178,867.46,19,False,False,False,True,0.23,1.27,False,0
TXN-101327,1364,PAY-5858,2230.86,16,False,False,False,True,0.02,1.15,False,0
TXN-101328,6544,PAY-5307,2553.15,13,False,False,False,True,2.27,0.54,False,0
TXN-101329,4965,PAY-5830,3406.74,9,False,False,False,True,3.64,1.5,False,0
TXN-101330,8450,PAY-5644,1437.78,15,True,True,False,True,2.13,1.3,False,0
TXN-101331,8154,PAY-6127,4696.12,13,False,False,True,True,3.55,1.73,False,0
TXN-101332,8576,PAY-5156,2254.38,10,False,False,False,True,0.06,1.35,False,0
TXN-101333,9562,PAY-5188,2925.16,19,False,False,False,True,0.04,1.1,False,0
TXN-101334,4320,PAY-5370,10143.92,22,False,False,False,True,0.16,1.43,False,0
TXN-101335,10411,PAY-5471,1238.35,8,False,False,True,True,4.53,0.72,False,0
TXN-101336,7072,PAY-5559,776.31,21,False,False,False,True,1.11,1.56,False,0
TXN-101337,2342,PAY-5858,3274.01,7,False,False,False,True,2.06,1.22,False,0
TXN-101338,10531,PAY-5608,4852.28,9,False,False,False,True,3.48,0.76,False,0
TXN-101339,4723,PAY-5066,3079.36,9,True,False,False,True,2.37,1.06,False,0
TXN-101340,7755,PAY-6083,2081.02,21,False,False,False,True,0.36,0.53,False,0
TXN-101341,2809,PAY-6175,690.03,10,True,False,False,True,2.4,1.36,False,0
TXN-101342,2062,PAY-5662,5221.5,11,False,False,True,True,0.27,1.0,False,0
TXN-101343,6179,PAY-5202,845.12,17,True,False,False,True,0.07,1.71,False,0
TXN-101344,6981,PAY-5508,1743.78,21,False,False,False,True,1.85,1.16,False,0
TXN-101345,1107,PAY-5647,7985.58,21,False,False,False,True,0.45,0.84,False,0
TXN-101346,4171,PAY-5954,1497.41,22,False,False,False,True,2.26,0.87,False,0
TXN-101347,9852,PAY-5578,2960.2,10,True,False,False,True,0.08,0.69,False,0
TXN-101348,8387,PAY-5920,320.71,20,True,False,False,True,5.01,0.07,False,0
TXN-101349,8577,PAY-5022,2718.82,9,False,False,False,True,2.21,0.53,False,0
TXN-101350,2824,PAY-5377,1256.62,11,False,False,False,True,0.04,0.43,False,0
TXN-101351,10041,PAY-5459,5171.83,22,False,False,False,True,1.34,0.86,False,0
TXN-101352,10264,PAY-5964,1537.89,14,True,False,False,True,2.17,0.91,False,0
TXN-101353,7130,PAY-5780,2467.22,18,False,False,False,True,0.1,0.3,False,0
TXN-101354,7144,PAY-5076,918.54,17,False,False,False,True,3.17,1.21,False,0
TXN-101355,4879,PAY-6153,1268.79,12,False,False,False,True,5.32,0.76,False,0
TXN-101356,1938,PAY-5711,839.69,19,False,False,False,True,0.33,1.64,False,0
TXN-101357,7201,PAY-6243,990.92,21,False,False,False,True,0.02,1.09,False,0
TXN-101358,2207,PAY-6000,7932.98,18,False,False,False,True,3.71,0.9,False,0
TXN-101359,9185,PAY-5058,2294.38,8,False,False,False,True,0.84,0.59,False,0
TXN-101360,5915,PAY-5089,3342.49,9,False,False,False,True,0.86,0.8,False,0
TXN-101361,5850,PAY-5727,3801.65,13,False,False,False,True,0.47,0.84,False,0
TXN-101362,4320,PAY-5755,7162.4,21,False,False,False,True,3.3,0.82,False,0
TXN-101363,7262,PAY-5756,484.89,16,True,False,False,True,3.17,0.85,False,0
TXN-101364,1203,PAY-5961,1987.09,22,False,False,False,True,4.22,0.23,False,0
TXN-101365,3987,PAY-5922,2047.55,17,True,False,False,True,2.53,1.62,False,0
TXN-101366,1428,PAY-5264,2912.59,10,False,False,False,True,2.8,1.6,False,0
TXN-101367,2063,PAY-5249,1065.57,20,False,False,False,True,3.02,0.63,False,0
TXN-101368,2926,PAY-5055,1895.56,20,False,False,False,True,1.93,0.35,False,0
TXN-101369,8144,PAY-5007,407.31,11,False,False,False,True,0.01,1.05,False,0
TXN-101370,10368,PAY-5008,15023.81,15,False,False,False,True,0.83,1.33,False,0
TXN-101371,1803,PAY-5403,766.9,10,False,False,False,True,0.58,1.39,False,0
TXN-101372,3754,PAY-6081,5255.84,20,True,False,False,True,7.63,1.19,False,0
TXN-101373,9584,PAY-5946,2468.84,15,False,False,False,True,0.44,0.98,False,0
TXN-101374,1816,PAY-5174,582.98,20,False,False,False,True,0.78,0.93,False,0
TXN-101375,7320,PAY-6038,701.07,21,True,False,False,True,0.31,0.94,False,0
TXN-101376,6503,PAY-5875,13631.43,21,False,False,False,True,0.33,0.34,False,0
TXN-101377,7574,PAY-5627,823.75,19,False,False,False,True,8.14,0.22,False,0
TXN-101378,6210,PAY-6218,7398.31,20,False,False,False,True,0.19,0.89,False,0
TXN-101379,2837,PAY-6215,2884.18,9,False,False,False,True,3.85,1.11,False,0
TXN-101380,2969,PAY-5420,1788.95,12,False,False,False,True,0.63,0.66,False,0
TXN-101381,10322,PAY-5942,2504.45,15,False,False,False,True,0.32,1.07,False,0
TXN-101382,10992,PAY-5358,1917.73,22,False,True,False,True,3.43,1.78,False,0
TXN-101383,7954,PAY-5957,2362.21,12,False,False,False,True,2.16,2.01,False,0
TXN-101384,7817,PAY-5969,704.41,15,False,False,False,True,0.51,0.9,False,0
TXN-101385,2852,PAY-6004,3276.09,9,False,False,False,True,0.22,0.43,False,0
TXN-101386,5623,PAY-6023,1709.06,16,False,False,False,True,0.37,1.67,False,0
TXN-101387,6458,PAY-6127,2433.81,9,False,False,False,True,0.33,0.79,False,0
TXN-101388,10903,PAY-6186,2009.56,18,False,False,False,True,0.53,1.47,False,0
TXN-101389,3370,PAY-5074,11367.97,8,False,False,False,True,0.23,1.22,False,0
TXN-101390,7226,PAY-5521,6687.82,15,False,False,False,True,1.65,1.63,False,0
TXN-101391,9043,PAY-5230,685.81,12,False,False,False,True,0.07,0.89,False,0
TXN-101392,10425,PAY-5388,2184.43,13,False,False,True,True,2.71,1.63,False,0
TXN-101393,2251,PAY-5503,9284.24,11,False,False,False,True,1.09,1.07,False,0
TXN-101394,6259,PAY-5806,7712.85,12,False,False,False,True,1.25,1.12,False,0
TXN-101395,8823,PAY-5766,2677.9,12,False,False,False,True,0.02,0.39,False,0
TXN-101396,7940,PAY-5352,7389.22,16,True,False,False,True,0.43,0.76,False,0
TXN-101397,9993,PAY-6006,878.08,17,False,False,False,True,0.02,1.28,False,0
TXN-101398,10151,PAY-5323,913.95,21,False,False,False,True,0.01,0.6,False,0
TXN-101399,5758,PAY-5755,2633.26,20,True,False,False,True,7.07,1.18,False,0
TXN-101400,3090,PAY-5282,273.33,20,False,False,False,True,3.09,1.53,False,0
TXN-101401,9368,PAY-5884,1666.35,21,False,False,False,True,0.95,1.16,False,0
TXN-101402,10301,PAY-5568,976.88,8,False,False,False,True,0.26,0.71,False,0
TXN-101403,1909,PAY-5648,633.18,20,False,False,False,True,1.42,1.27,False,0
TXN-101404,8906,PAY-6153,3058.45,7,True,False,False,True,3.96,0.79,False,0
TXN-101405,3057,PAY-5617,758.83,19,False,False,False,True,6.96,0.56,False,0
TXN-101406,5058,PAY-6030,4708.46,7,False,False,False,True,0.66,0.66,False,0
TXN-101407,9110,PAY-5721,1951.6,15,True,False,False,True,0.84,1.39,False,0
TXN-101408,8528,PAY-5324,1561.86,18,True,False,True,True,3.36,0.48,False,0
TXN-101409,4082,PAY-5780,955.85,8,False,False,False,True,0.33,0.64,False,0
TXN-101410,6773,PAY-5856,3604.72,20,False,False,False,True,0.31,1.08,False,0
TXN-101411,10448,PAY-5206,50.0,11,False,False,False,True,0.01,0.81,False,0
TXN-101412,8547,PAY-5010,12034.4,8,False,False,False,True,0.01,0.18,False,0
TXN-101413,7550,PAY-6173,1010.29,15,False,False,False,True,0.35,1.12,False,0
TXN-101414,5467,PAY-5545,1728.27,13,False,False,False,True,4.28,1.15,False,0
TXN-101415,1257,PAY-5615,446.06,10,True,False,False,True,2.84,1.08,False,0
TXN-101416,8766,PAY-5534,1587.26,22,False,False,False,True,0.01,0.66,False,0
TXN-101417,3462,PAY-5235,541.81,22,False,True,False,True,0.0,0.34,False,0
TXN-101418,2164,PAY-6035,3834.6,17,False,False,False,True,1.23,1.01,False,0
TXN-101419,2862,PAY-5439,2030.19,10,False,False,False,True,0.16,0.98,False,0
TXN-101420,10605,PAY-5503,900.63,22,False,False,False,True,0.0,0.82,False,0
TXN-101421,9662,PAY-5629,6546.25,10,False,False,False,True,0.02,0.65,False,0
TXN-101422,2461,PAY-5666,1622.22,19,False,True,False,True,2.45,1.21,False,0
TXN-101423,8505,PAY-5757,2848.29,14,False,False,False,True,0.73,1.77,False,0
TXN-101424,7751,PAY-5587,1402.79,13,False,False,False,True,6.59,1.34,False,0
TXN-101425,4070,PAY-5619,23805.68,17,False,False,False,True,0.56,1.19,False,0
TXN-101426,7820,PAY-5334,1304.01,7,True,False,False,True,0.33,0.94,False,0
TXN-101427,4777,PAY-5700,1025.82,7,False,False,False,True,6.37,1.1,False,0
TXN-101428,3780,PAY-5296,5192.25,22,False,False,True,True,0.12,1.26,False,0
TXN-101429,2366,PAY-5911,621.61,16,False,False,False,True,0.01,0.14,False,0
TXN-101430,7276,PAY-5128,1908.6,13,False,False,False,True,0.85,1.17,False,0
TXN-101431,5247,PAY-5968,3264.53,13,False,False,False,True,1.31,0.4,False,0
TXN-101432,1832,PAY-5512,1581.64,22,False,False,False,True,0.46,0.95,False,0
TXN-101433,1844,PAY-5905,10909.9,10,False,False,False,True,0.31,1.79,False,0
TXN-101434,4112,PAY-5691,4190.76,22,True,False,False,True,0.37,1.32,False,0
TXN-101435,2400,PAY-5364,1638.21,17,True,False,False,True,0.01,0.32,False,0
TXN-101436,2749,PAY-5999,656.91,14,False,False,False,True,0.56,1.54,False,0
TXN-101437,10952,PAY-5692,1290.69,16,False,False,False,True,0.17,1.3,False,0
TXN-101438,6502,PAY-5553,731.43,15,True,False,False,True,7.0,0.8,False,0
TXN-101439,7424,PAY-5737,545.48,21,False,True,False,True,4.04,-0.02,False,0
TXN-101440,10786,PAY-5138,3415.13,22,False,False,False,True,0.06,1.67,False,0
TXN-101441,6235,PAY-6131,2601.35,22,True,False,False,True,0.07,2.23,False,0
TXN-101442,7115,PAY-5970,2373.05,14,False,False,False,True,1.57,0.45,False,0
TXN-101443,3912,PAY-5623,5188.95,19,False,False,False,True,0.05,0.33,False,0
TXN-101444,2903,PAY-5211,545.43,7,False,False,False,True,0.08,0.45,False,0
TXN-101445,10955,PAY-5554,877.32,10,False,False,False,True,0.27,1.11,False,0
TXN-101446,2378,PAY-5444,2259.49,18,False,False,False,True,0.03,0.9,False,0
TXN-101447,7501,PAY-6183,2606.3,21,False,False,False,True,2.08,0.76,False,0
TXN-101448,3760,PAY-5845,2243.03,21,False,True,False,True,1.56,0.72,False,0
TXN-101449,3659,PAY-5063,215.39,15,True,False,False,True,0.29,1.74,False,0
TXN-101450,1847,PAY-6269,753.2,8,False,False,False,True,2.11,0.28,False,0
TXN-101451,8141,PAY-6267,2321.8,15,False,False,False,True,2.23,0.41,False,0
TXN-101452,7607,PAY-5746,981.27,21,False,False,False,True,0.93,0.64,False,0
TXN-101453,3407,PAY-5949,3852.75,18,False,False,False,True,0.43,0.51,False,0
TXN-101454,7318,PAY-5937,2132.09,16,False,False,False,True,0.37,0.96,False,0
TXN-101455,2668,PAY-5853,2288.64,17,False,False,False,True,0.12,1.37,False,0
TXN-101456,3028,PAY-5642,472.06,8,False,False,False,True,0.01,0.63,False,0
TXN-101457,1417,PAY-5195,10248.91,10,True,False,False,True,0.01,0.85,False,0
TXN-101458,3252,PAY-5446,369.78,20,True,False,False,True,0.04,0.74,False,0
TXN-101459,3799,PAY-5483,1422.0,19,False,False,False,True,3.04,1.48,False,0
TXN-101460,1203,PAY-5257,8551.45,20,True,False,False,True,2.44,0.88,False,0
TXN-101461,5126,PAY-5809,2934.96,10,False,False,False,True,0.85,1.2,False,0
TXN-101462,4977,PAY-5324,3294.11,13,True,False,False,True,0.2,1.22,False,0
TXN-101463,5148,PAY-5326,2675.58,19,False,False,False,True,0.39,1.27,False,0
TXN-101464,8344,PAY-5971,2646.85,8,False,False,False,True,0.02,1.67,False,0
TXN-101465,4243,PAY-6300,661.03,9,False,False,False,True,0.0,0.93,False,0
TXN-101466,9086,PAY-5874,1888.19,9,False,False,False,True,3.64,1.39,False,0
TXN-101467,9833,PAY-6023,1309.34,12,False,False,True,True,0.85,1.99,False,0
TXN-101468,6539,PAY-5366,6778.1,13,False,False,False,True,2.27,1.79,False,0
TXN-101469,4951,PAY-5448,2194.61,16,False,False,False,True,1.24,1.28,False,0
TXN-101470,2197,PAY-5039,1516.09,19,False,False,False,True,1.13,1.56,False,0
TXN-101471,9079,PAY-5297,370.98,15,False,False,False,True,0.75,1.11,False,0
TXN-101472,6647,PAY-5567,4008.72,10,False,False,False,True,1.03,0.89,False,0
TXN-101473,8158,PAY-6090,634.01,22,False,False,False,True,2.73,1.46,False,0
TXN-101474,8118,PAY-5480,3498.49,14,False,False,False,True,0.52,0.33,False,0
TXN-101475,10103,PAY-5212,2710.74,10,False,False,False,True,0.23,1.1,False,0
TXN-101476,10447,PAY-5391,1250.21,18,False,False,False,True,0.25,1.15,False,0
TXN-101477,3727,PAY-5941,3659.05,9,False,False,True,True,0.72,0.75,False,0
TXN-101478,1651,PAY-5562,1584.31,8,False,False,False,True,0.3,0.72,False,0
TXN-101479,8482,PAY-5474,2130.68,10,True,False,False,True,0.61,1.18,False,0
TXN-101480,4855,PAY-5145,2145.8,8,False,False,False,True,1.13,0.47,False,0
TXN-101481,10719,PAY-5384,658.02,21,False,False,False,True,1.41,1.43,False,0
TXN-101482,6120,PAY-5958,3406.6,9,False,False,False,True,1.26,0.64,False,0
TXN-101483,1055,PAY-6016,1249.13,18,False,True,False,True,0.23,1.22,False,0
TXN-101484,5875,PAY-6160,2018.94,9,False,False,False,True,1.68,0.78,False,0
TXN-101485,7546,PAY-5406,2945.54,12,False,False,False,True,1.31,1.46,False,0
TXN-101486,7793,PAY-5257,3155.54,21,False,False,False,True,0.3,1.02,False,0
TXN-101487,6331,PAY-6186,7474.78,16,False,False,False,True,0.78,0.47,False,0
TXN-101488,10052,PAY-5573,2082.52,14,False,False,False,True,0.7,1.21,False,0
TXN-101489,7075,PAY-6194,3831.82,7,False,False,False,True,0.03,0.31,False,0
TXN-101490,4096,PAY-5071,1227.77,8,False,False,False,True,0.6,0.16,False,0
TXN-101491,2578,PAY-6192,804.0,18,False,False,False,True,0.05,1.17,False,0
TXN-101492,2631,PAY-5054,1463.91,22,False,False,False,True,0.05,0.11,False,0
TXN-101493,4775,PAY-5879,13902.76,10,False,False,False,True,0.62,1.43,False,0
TXN-101494,1161,PAY-5687,1477.44,11,False,False,False,True,2.21,1.67,False,0
TXN-101495,9137,PAY-5292,3664.35,8,True,False,False,True,2.71,0.65,False,0
TXN-101496,8977,PAY-6029,9023.31,15,False,False,False,True,4.79,1.42,False,0
TXN-101497,1648,PAY-5407,10680.96,19,False,False,False,True,4.38,0.71,False,0
TXN-101498,9930,PAY-5230,548.73,13,True,False,False,True,2.62,0.63,False,0
TXN-101499,9624,PAY-6275,4564.53,9,False,False,False,True,0.04,1.11,False,0
TXN-101500,6034,PAY-5908,3524.4,12,False,False,False,True,0.28,-0.55,False,0
TXN-101501,3278,PAY-5246,5274.13,14,True,False,False,True,0.1,1.47,False,0
TXN-101502,10525,PAY-5867,3008.72,17,False,False,False,True,3.89,0.61,False,0
TXN-101503,4563,PAY-5145,2772.22,22,True,False,False,True,1.07,0.86,False,0
TXN-101504,4910,PAY-5216,752.99,7,False,False,False,True,0.03,1.15,False,0
TXN-101505,3654,PAY-5494,669.49,20,True,False,False,True,0.74,1.15,False,0
TXN-101506,10527,PAY-5532,2018.01,20,False,True,False,True,0.01,1.53,False,0
TXN-101507,9726,PAY-5196,934.18,7,False,True,False,True,0.0,0.2,False,0
TXN-101508,5880,PAY-6121,489.49,13,False,False,False,True,2.91,-0.08,False,0
TXN-101509,1730,PAY-5265,325.98,19,True,False,False,True,1.01,1.09,False,0
TXN-101510,5143,PAY-5049,1022.07,14,False,False,False,True,0.72,1.28,False,0
TXN-101511,5290,PAY-5866,2440.81,17,True,False,False,True,0.61,0.41,False,0
TXN-101512,8301,PAY-6296,896.27,14,False,False,False,True,4.01,1.5,False,0
TXN-101513,10939,PAY-6176,3149.2,11,False,False,True,True,2.32,0.7,False,0
TXN-101514,3104,PAY-5043,1323.42,22,False,False,False,True,0.01,0.75,False,0
TXN-101515,5192,PAY-5437,2310.01,15,False,False,False,True,2.18,2.33,False,0
TXN-101516,1711,PAY-5843,543.23,16,False,False,False,True,3.9,-0.17,False,0
TXN-101517,5821,PAY-5810,130.46,9,True,True,False,True,0.0,1.04,False,0
TXN-101518,4265,PAY-5250,1853.14,20,False,False,False,True,0.61,0.95,False,0
TXN-101519,8459,PAY-6170,867.22,7,False,True,False,True,0.31,1.58,False,0
TXN-101520,3405,PAY-5262,2315.73,11,False,False,False,True,0.15,1.3,False,0
TXN-101521,8607,PAY-5268,1807.91,22,False,False,False,True,1.02,1.5,False,0
TXN-101522,2258,PAY-6071,1543.66,13,False,False,False,True,2.46,0.25,False,0
TXN-101523,10537,PAY-6136,6065.08,14,False,False,False,True,3.91,1.38,False,0
TXN-101524,8438,PAY-6006,1302.42,8,False,False,False,True,0.2,1.23,False,0
TXN-101525,2042,PAY-5446,724.49,7,False,False,False,True,0.51,-0.04,False,0
TXN-101526,4492,PAY-6243,13813.13,14,False,False,False,True,0.18,0.81,False,0
TXN-101527,8479,PAY-5330,50.0,22,True,False,False,True,0.3,1.38,False,0
TXN-101528,5505,PAY-5740,2116.18,8,True,False,False,True,0.08,1.31,False,0
TXN-101529,9214,PAY-5840,3795.07,11,False,False,False,True,4.35,0.57,False,0
TXN-101530,8476,PAY-5458,2941.09,10,False,False,False,True,1.39,0.96,False,0
TXN-101531,1502,PAY-6022,2217.14,20,False,False,False,True,0.04,1.1,False,0
TXN-101532,6107,PAY-5083,4174.85,17,False,False,False,True,2.17,0.76,False,0
TXN-101533,8938,PAY-5654,2584.03,20,False,False,False,True,0.05,0.49,False,0
TXN-101534,2738,PAY-6105,3647.0,12,False,False,False,True,2.15,0.36,False,0
TXN-101535,3298,PAY-5068,50.0,9,False,False,False,True,2.63,0.95,False,0
TXN-101536,4133,PAY-5483,2176.1,9,False,False,False,True,0.57,1.3,False,0
TXN-101537,6181,PAY-5516,281.4,13,True,False,False,True,0.01,-0.04,False,0
TXN-101538,7890,PAY-5935,1034.27,21,True,False,False,True,1.72,1.49,False,0
TXN-101539,2224,PAY-5728,1433.82,15,False,False,False,True,0.01,1.13,False,0
TXN-101540,1904,PAY-5710,11082.28,12,False,False,False,True,0.11,0.47,False,0
TXN-101541,4589,PAY-5655,493.19,10,False,False,False,True,0.0,-0.04,False,0
TXN-101542,8376,PAY-6058,2017.24,16,False,False,False,True,1.15,0.85,False,0
TXN-101543,9247,PAY-6077,2910.5,21,False,False,False,True,0.5,1.16,False,0
TXN-101544,3700,PAY-5278,1747.1,17,False,False,False,True,0.09,0.96,False,0
TXN-101545,1513,PAY-5080,4469.21,19,False,False,False,True,0.18,1.36,False,0
TXN-101546,5543,PAY-5045,2853.96,21,False,False,False,True,0.56,1.6,False,0
TXN-101547,2115,PAY-5256,1482.6,14,False,False,False,True,0.22,1.06,False,0
TXN-101548,8268,PAY-5752,544.87,12,False,False,True,True,0.36,1.3,False,0
TXN-101549,5580,PAY-5195,2069.56,12,False,True,False,True,0.25,1.08,False,0
TXN-101550,6090,PAY-6131,614.34,22,False,False,False,True,0.59,1.38,False,0
TXN-101551,5213,PAY-5560,7871.82,11,True,False,False,True,0.22,1.3,False,0
TXN-101552,5926,PAY-6020,2726.14,8,True,False,False,True,4.64,0.71,False,0
TXN-101553,8701,PAY-5169,961.91,7,True,True,False,True,0.0,1.25,False,0
TXN-101554,8589,PAY-5955,540.45,17,False,False,False,True,3.29,1.24,False,0
TXN-101555,8590,PAY-5097,3727.05,10,False,False,False,True,0.04,1.46,False,0
TXN-101556,1478,PAY-5950,4820.79,9,False,False,False,True,0.08,1.54,False,0
TXN-101557,7933,PAY-6086,825.04,20,False,False,False,True,1.45,0.97,False,0
TXN-101558,5201,PAY-6231,8404.36,10,False,False,False,True,0.39,1.19,False,0
TXN-101559,1935,PAY-5535,946.51,22,False,False,False,True,0.34,0.43,False,0
TXN-101560,8603,PAY-5906,2557.87,14,False,False,False,True,0.41,1.4,False,0
TXN-101561,10665,PAY-6175,879.48,16,True,False,False,True,2.1,0.52,False,0
TXN-101562,5647,PAY-5957,8810.72,14,True,False,False,True,0.03,1.87,False,0
TXN-101563,4140,PAY-5122,496.88,16,True,False,False,True,0.89,0.39,False,0
TXN-101564,5016,PAY-5279,50.0,13,False,False,False,True,10.48,1.38,False,0
TXN-101565,7209,PAY-5762,807.14,19,True,False,False,True,2.3,1.25,False,0
TXN-101566,7017,PAY-6218,3820.69,17,True,False,False,True,2.48,0.9,False,0
TXN-101567,5027,PAY-5556,1148.41,10,False,False,False,True,0.42,0.48,False,0
TXN-101568,3533,PAY-5726,349.41,13,False,False,False,True,3.15,1.88,False,0
